Record Length,2500,Points,0.0,-400.00000596E-3,
Sample Interval,4.00000019E-3,s,4.00000019E-3,-400.00000596E-3,
Trigger Point,0.0,Samples,8.000000380E-3,-400.00000596E-3,
,,,12.0000001E-3,-400.00000596E-3,
,,,16.0000008E-3,-400.00000596E-3,
,,,20.0000014E-3,-400.00000596E-3,
Source,CH2,,24.00000021E-3,-400.00000596E-3,
Vertical Units,Volts,,28.00000086E-3,-400.00000596E-3,
Vertical Scale,100.0000047E-3,,32.00000152E-3,-400.00000596E-3,
Vertical Offset,0,,36.00000218E-3,-400.00000596E-3,
Horizontal Units,s,,40.00000283E-3,-400.00000596E-3,
Horizontal Scale,1.0000000,,44.00000349E-3,-400.00000596E-3,
Pt Fmt,Y,,48.00000042E-3,-400.00000596E-3,
Yzero,-1.1200000,,52.00000107E-3,-400.00000596E-3,
Probe Atten,10.0000000,,56.000001729E-3,-400.00000596E-3,
,,,60.000002384E-3,-400.00000596E-3,
Note,TBS 1104 - 4:33:23 PM   8/13/2018,,64.000003040E-3,-400.00000596E-3,
,,,68.000003695E-3,-400.00000596E-3,
,,,72.000004351E-3,-400.00000596E-3,
,,,76.000005007E-3,-400.00000596E-3,
,,,80.000005662E-3,-400.00000596E-3,
,,,84.000006318E-3,-400.00000596E-3,
,,,88.000006974E-3,-400.00000596E-3,
,,,92.000007629E-3,-400.00000596E-3,
,,,96.000000834E-3,-400.00000596E-3,
,,,100.0000015E-3,-400.00000596E-3,
,,,104.0000021E-3,-400.00000596E-3,
,,,108.0000028E-3,-400.00000596E-3,
,,,112.0000035E-3,-400.00000596E-3,
,,,116.0000041E-3,-400.00000596E-3,
,,,120.0000048E-3,-400.00000596E-3,
,,,124.0000054E-3,-400.00000596E-3,
,,,128.0000061E-3,-400.00000596E-3,
,,,131.9999993E-3,-400.00000596E-3,
,,,136.0000074E-3,-400.00000596E-3,
,,,140.0000006E-3,-400.00000596E-3,
,,,144.0000087E-3,-400.00000596E-3,
,,,148.0000019E-3,-400.00000596E-3,
,,,152.00001001E-3,-400.00000596E-3,
,,,156.00000322E-3,-400.00000596E-3,
,,,160.00001132E-3,-400.00000596E-3,
,,,164.00000453E-3,-400.00000596E-3,
,,,168.00001264E-3,-400.00000596E-3,
,,,172.00000584E-3,-400.00000596E-3,
,,,176.00001395E-3,-400.00000596E-3,
,,,180.00000715E-3,-400.00000596E-3,
,,,184.00001526E-3,-400.00000596E-3,
,,,188.00000846E-3,-400.00000596E-3,
,,,192.00000167E-3,-400.00000596E-3,
,,,196.00000978E-3,-400.00000596E-3,
,,,200.00000298E-3,-400.00000596E-3,
,,,204.00001109E-3,-400.00000596E-3,
,,,208.00000429E-3,-400.00000596E-3,
,,,212.00001240E-3,-400.00000596E-3,
,,,216.00000560E-3,-400.00000596E-3,
,,,220.00001371E-3,-400.00000596E-3,
,,,224.00000691E-3,-400.00000596E-3,
,,,228.00001502E-3,-400.00000596E-3,
,,,232.00000823E-3,-400.00000596E-3,
,,,236.00001633E-3,-400.00000596E-3,
,,,240.00000954E-3,-400.00000596E-3,
,,,244.00001764E-3,-400.00000596E-3,
,,,248.00001085E-3,-400.00000596E-3,
,,,252.00000405E-3,-400.00000596E-3,
,,,256.00001216E-3,-400.00000596E-3,
,,,260.00002027E-3,-400.00000596E-3,
,,,263.99999857E-3,-400.00000596E-3,
,,,268.00000668E-3,-400.00000596E-3,
,,,272.00001478E-3,-400.00000596E-3,
,,,276.00002289E-3,-400.00000596E-3,
,,,280.00000119E-3,-400.00000596E-3,
,,,284.00000930E-3,-400.00000596E-3,
,,,288.00001740E-3,-400.00000596E-3,
,,,292.00002551E-3,-400.00000596E-3,
,,,296.00000381E-3,-400.00000596E-3,
,,,300.00001192E-3,-400.00000596E-3,
,,,304.00002003E-3,-400.00000596E-3,
,,,308.00002813E-3,-400.00000596E-3,
,,,312.00000644E-3,-400.00000596E-3,
,,,316.00001454E-3,-400.00000596E-3,
,,,320.00002265E-3,-400.00000596E-3,
,,,324.00000095E-3,-400.00000596E-3,
,,,328.00000906E-3,-400.00000596E-3,
,,,332.00001717E-3,-400.00000596E-3,
,,,336.00002527E-3,28.00000086E-3,
,,,340.00000358E-3,24.00000021E-3,
,,,344.00001168E-3,16.0000008E-3,
,,,348.00001979E-3,12.0000001E-3,
,,,352.00002789E-3,8.000000380E-3,
,,,356.00000620E-3,16.0000008E-3,
,,,360.00001431E-3,20.0000014E-3,
,,,364.00002241E-3,8.000000380E-3,
,,,368.00003052E-3,8.000000380E-3,
,,,372.00000882E-3,8.000000380E-3,
,,,376.00001693E-3,12.0000001E-3,
,,,380.00002503E-3,12.0000001E-3,
,,,384.00000334E-3,12.0000001E-3,
,,,388.00001144E-3,16.0000008E-3,
,,,392.00001955E-3,12.0000001E-3,
,,,396.00002766E-3,16.0000008E-3,
,,,400.00000596E-3,16.0000008E-3,
,,,404.000014067E-3,8.000000380E-3,
,,,408.000022173E-3,12.0000001E-3,
,,,412.000030279E-3,0.0,
,,,416.000008583E-3,12.0000001E-3,
,,,420.000016689E-3,8.000000380E-3,
,,,424.000024796E-3,12.0000001E-3,
,,,428.000032902E-3,12.0000001E-3,
,,,432.000011206E-3,12.0000001E-3,
,,,436.000019312E-3,12.0000001E-3,
,,,440.000027418E-3,8.000000380E-3,
,,,444.000035524E-3,12.0000001E-3,
,,,448.000013828E-3,4.00000019E-3,
,,,452.000021935E-3,16.0000008E-3,
,,,456.000030041E-3,8.000000380E-3,
,,,460.000008345E-3,8.000000380E-3,
,,,464.000016451E-3,12.0000001E-3,
,,,468.000024557E-3,12.0000001E-3,
,,,472.000032663E-3,4.00000019E-3,
,,,476.000010967E-3,8.000000380E-3,
,,,480.000019073E-3,8.000000380E-3,
,,,484.000027180E-3,12.0000001E-3,
,,,488.000035286E-3,8.000000380E-3,
,,,492.000013590E-3,12.0000001E-3,
,,,496.000021696E-3,12.0000001E-3,
,,,500.000000000E-3,8.000000380E-3,
,,,504.000008106E-3,8.000000380E-3,
,,,508.000016212E-3,4.00000019E-3,
,,,512.000024319E-3,8.000000380E-3,
,,,516.000032425E-3,0.0,
,,,520.000040531E-3,12.0000001E-3,
,,,524.000048637E-3,12.0000001E-3,
,,,527.999997139E-3,12.0000001E-3,
,,,532.000005245E-3,16.0000008E-3,
,,,536.000013351E-3,4.00000019E-3,
,,,540.000021458E-3,12.0000001E-3,
,,,544.000029564E-3,8.000000380E-3,
,,,548.000037670E-3,12.0000001E-3,
,,,552.000045776E-3,4.00000019E-3,
,,,556.000053883E-3,12.0000001E-3,
,,,560.000002384E-3,16.0000008E-3,
,,,564.000010490E-3,8.000000380E-3,
,,,568.000018597E-3,12.0000001E-3,
,,,572.000026703E-3,8.000000380E-3,
,,,576.000034809E-3,8.000000380E-3,
,,,580.000042915E-3,8.000000380E-3,
,,,584.000051022E-3,12.0000001E-3,
,,,587.999999523E-3,8.000000380E-3,
,,,592.000007629E-3,16.0000008E-3,
,,,596.000015736E-3,16.0000008E-3,
,,,600.000023842E-3,12.0000001E-3,
,,,604.000031948E-3,4.00000019E-3,
,,,608.000040054E-3,4.00000019E-3,
,,,612.000048161E-3,8.000000380E-3,
,,,616.000056267E-3,20.0000014E-3,
,,,620.000004768E-3,8.000000380E-3,
,,,624.000012875E-3,20.0000014E-3,
,,,628.000020981E-3,12.0000001E-3,
,,,632.000029087E-3,8.000000380E-3,
,,,636.000037193E-3,12.0000001E-3,
,,,640.000045300E-3,16.0000008E-3,
,,,644.000053406E-3,12.0000001E-3,
,,,648.000001907E-3,16.0000008E-3,
,,,652.000010014E-3,8.000000380E-3,
,,,656.000018120E-3,12.0000001E-3,
,,,660.000026226E-3,8.000000380E-3,
,,,664.000034332E-3,8.000000380E-3,
,,,668.000042439E-3,8.000000380E-3,
,,,672.000050545E-3,8.000000380E-3,
,,,676.000058651E-3,16.0000008E-3,
,,,680.000007153E-3,8.000000380E-3,
,,,684.000015259E-3,12.0000001E-3,
,,,688.000023365E-3,12.0000001E-3,
,,,692.000031471E-3,12.0000001E-3,
,,,696.000039577E-3,8.000000380E-3,
,,,700.000047684E-3,8.000000380E-3,
,,,704.000055790E-3,12.0000001E-3,
,,,708.000004292E-3,12.0000001E-3,
,,,712.000012398E-3,12.0000001E-3,
,,,716.000020504E-3,8.000000380E-3,
,,,720.000028610E-3,16.0000008E-3,
,,,724.000036716E-3,12.0000001E-3,
,,,728.000044823E-3,8.000000380E-3,
,,,732.000052929E-3,8.000000380E-3,
,,,736.000061035E-3,8.000000380E-3,
,,,740.000009537E-3,8.000000380E-3,
,,,744.000017643E-3,8.000000380E-3,
,,,748.000025749E-3,8.000000380E-3,
,,,752.000033855E-3,12.0000001E-3,
,,,756.000041962E-3,0.0,
,,,760.000050068E-3,8.000000380E-3,
,,,764.000058174E-3,8.000000380E-3,
,,,768.000006676E-3,12.0000001E-3,
,,,772.000014782E-3,8.000000380E-3,
,,,776.000022888E-3,4.00000019E-3,
,,,780.000030994E-3,16.0000008E-3,
,,,784.000039101E-3,8.000000380E-3,
,,,788.000047207E-3,8.000000380E-3,
,,,792.000055313E-3,4.00000019E-3,
,,,796.000063419E-3,12.0000001E-3,
,,,800.000011921E-3,8.000000380E-3,
,,,804.000020027E-3,12.0000001E-3,
,,,808.000028133E-3,8.000000380E-3,
,,,812.000036240E-3,16.0000008E-3,
,,,816.000044346E-3,12.0000001E-3,
,,,820.000052452E-3,8.000000380E-3,
,,,824.000060558E-3,12.0000001E-3,
,,,828.000068665E-3,12.0000001E-3,
,,,832.000017166E-3,4.00000019E-3,
,,,836.000025272E-3,8.000000380E-3,
,,,840.000033379E-3,8.000000380E-3,
,,,844.000041485E-3,16.0000008E-3,
,,,848.000049591E-3,8.000000380E-3,
,,,852.000057697E-3,16.0000008E-3,
,,,856.000065804E-3,8.000000380E-3,
,,,860.000014305E-3,8.000000380E-3,
,,,864.000022411E-3,12.0000001E-3,
,,,868.000030518E-3,8.000000380E-3,
,,,872.000038624E-3,8.000000380E-3,
,,,876.000046730E-3,8.000000380E-3,
,,,880.000054836E-3,4.00000019E-3,
,,,884.000062943E-3,4.00000019E-3,
,,,888.000071049E-3,12.0000001E-3,
,,,892.000019550E-3,8.000000380E-3,
,,,896.000027657E-3,12.0000001E-3,
,,,900.000035763E-3,8.000000380E-3,
,,,904.000043869E-3,12.0000001E-3,
,,,908.000051975E-3,8.000000380E-3,
,,,912.000060081E-3,12.0000001E-3,
,,,916.000068188E-3,8.000000380E-3,
,,,920.000016689E-3,8.000000380E-3,
,,,924.000024796E-3,8.000000380E-3,
,,,928.000032902E-3,0.0,
,,,932.000041008E-3,8.000000380E-3,
,,,936.000049114E-3,4.00000019E-3,
,,,940.000057220E-3,8.000000380E-3,
,,,944.000065327E-3,8.000000380E-3,
,,,948.000073433E-3,12.0000001E-3,
,,,952.000021935E-3,12.0000001E-3,
,,,956.000030041E-3,12.0000001E-3,
,,,960.000038147E-3,8.000000380E-3,
,,,964.000046253E-3,4.00000019E-3,
,,,968.000054359E-3,4.00000019E-3,
,,,972.000062466E-3,12.0000001E-3,
,,,976.000070572E-3,0.0,
,,,980.000019073E-3,8.000000380E-3,
,,,984.000027180E-3,8.000000380E-3,
,,,988.000035286E-3,4.00000019E-3,
,,,992.000043392E-3,8.000000380E-3,
,,,996.000051498E-3,0.0,
,,,1.000000,12.0000001E-3,
,,,1.0040001,16.0000008E-3,
,,,1.0080000,8.000000380E-3,
,,,1.0120001,12.0000001E-3,
,,,1.0160000,12.0000001E-3,
,,,1.0200001,16.0000008E-3,
,,,1.0240000,8.000000380E-3,
,,,1.0280000,12.0000001E-3,
,,,1.0320001,8.000000380E-3,
,,,1.0360000,8.000000380E-3,
,,,1.0400001,8.000000380E-3,
,,,1.0440000,8.000000380E-3,
,,,1.0480001,8.000000380E-3,
,,,1.0520000,4.00000019E-3,
,,,1.0560000,12.0000001E-3,
,,,1.0600001,8.000000380E-3,
,,,1.0640000,12.0000001E-3,
,,,1.0680001,12.0000001E-3,
,,,1.0720000,12.0000001E-3,
,,,1.0760001,4.00000019E-3,
,,,1.0800000,4.00000019E-3,
,,,1.0840001,8.000000380E-3,
,,,1.0880001,12.0000001E-3,
,,,1.0920000,16.0000008E-3,
,,,1.0960001,16.0000008E-3,
,,,1.1000000,12.0000001E-3,
,,,1.1040001,8.000000380E-3,
,,,1.1080000,12.0000001E-3,
,,,1.1120001,4.00000019E-3,
,,,1.1160001,16.0000008E-3,
,,,1.1200000,8.000000380E-3,
,,,1.1240001,16.0000008E-3,
,,,1.1280000,12.0000001E-3,
,,,1.1320001,12.0000001E-3,
,,,1.1360000,8.000000380E-3,
,,,1.1400001,12.0000001E-3,
,,,1.1440001,12.0000001E-3,
,,,1.1480000,12.0000001E-3,
,,,1.1520001,8.000000380E-3,
,,,1.1560000,8.000000380E-3,
,,,1.1600001,8.000000380E-3,
,,,1.1640000,8.000000380E-3,
,,,1.1680001,8.000000380E-3,
,,,1.1720001,8.000000380E-3,
,,,1.1760000,8.000000380E-3,
,,,1.1800001,12.0000001E-3,
,,,1.1840000,12.0000001E-3,
,,,1.1880001,20.0000014E-3,
,,,1.1920000,4.00000019E-3,
,,,1.1960001,20.0000014E-3,
,,,1.2000000,12.0000001E-3,
,,,1.2040001,8.000000380E-3,
,,,1.2080001,8.000000380E-3,
,,,1.2120000,12.0000001E-3,
,,,1.2160001,12.0000001E-3,
,,,1.2200000,20.0000014E-3,
,,,1.2240001,16.0000008E-3,
,,,1.2280000,12.0000001E-3,
,,,1.2320001,16.0000008E-3,
,,,1.2360001,12.0000001E-3,
,,,1.2400000,8.000000380E-3,
,,,1.2440001,12.0000001E-3,
,,,1.2480000,8.000000380E-3,
,,,1.2520001,16.0000008E-3,
,,,1.2560000,12.0000001E-3,
,,,1.2600001,8.000000380E-3,
,,,1.2640001,16.0000008E-3,
,,,1.2680000,20.0000014E-3,
,,,1.2720001,12.0000001E-3,
,,,1.2760000,16.0000008E-3,
,,,1.2800001,8.000000380E-3,
,,,1.2840000,12.0000001E-3,
,,,1.2880001,8.000000380E-3,
,,,1.2920001,24.00000021E-3,
,,,1.2960000,16.0000008E-3,
,,,1.3000001,8.000000380E-3,
,,,1.3040000,12.0000001E-3,
,,,1.3080001,16.0000008E-3,
,,,1.3120000,12.0000001E-3,
,,,1.3160001,16.0000008E-3,
,,,1.3200001,12.0000001E-3,
,,,1.3240001,20.0000014E-3,
,,,1.3280001,24.00000021E-3,
,,,1.3320000,8.000000380E-3,
,,,1.3360001,4.00000019E-3,
,,,1.3400000,8.000000380E-3,
,,,1.3440001,12.0000001E-3,
,,,1.3480000,12.0000001E-3,
,,,1.3520001,16.0000008E-3,
,,,1.3560001,20.0000014E-3,
,,,1.3600000,12.0000001E-3,
,,,1.3640001,12.0000001E-3,
,,,1.3680000,8.000000380E-3,
,,,1.3720001,16.0000008E-3,
,,,1.3760000,28.00000086E-3,
,,,1.3800001,16.0000008E-3,
,,,1.3840001,24.00000021E-3,
,,,1.3880000,16.0000008E-3,
,,,1.3920001,24.00000021E-3,
,,,1.3960000,24.00000021E-3,
,,,1.4000001,20.0000014E-3,
,,,1.4040000,24.00000021E-3,
,,,1.4080001,12.0000001E-3,
,,,1.4120001,20.0000014E-3,
,,,1.4160000,24.00000021E-3,
,,,1.4200001,24.00000021E-3,
,,,1.4240000,24.00000021E-3,
,,,1.4280001,20.0000014E-3,
,,,1.4320000,16.0000008E-3,
,,,1.4360001,20.0000014E-3,
,,,1.4400001,24.00000021E-3,
,,,1.4440001,20.0000014E-3,
,,,1.4480001,20.0000014E-3,
,,,1.4520000,20.0000014E-3,
,,,1.4560001,28.00000086E-3,
,,,1.4600000,28.00000086E-3,
,,,1.4640001,28.00000086E-3,
,,,1.4680001,32.00000152E-3,
,,,1.4720001,32.00000152E-3,
,,,1.4760001,28.00000086E-3,
,,,1.4800000,40.00000283E-3,
,,,1.4840001,36.00000218E-3,
,,,1.4880000,36.00000218E-3,
,,,1.4920001,40.00000283E-3,
,,,1.4960001,36.00000218E-3,
,,,1.5000001,48.00000042E-3,
,,,1.5040001,44.00000349E-3,
,,,1.5080000,44.00000349E-3,
,,,1.5120001,52.00000107E-3,
,,,1.5160000,48.00000042E-3,
,,,1.5200001,56.000001729E-3,
,,,1.5240000,60.000002384E-3,
,,,1.5280001,56.000001729E-3,
,,,1.5320001,68.000003695E-3,
,,,1.5360000,72.000004351E-3,
,,,1.5400001,92.000007629E-3,
,,,1.5440000,96.000000834E-3,
,,,1.5480001,100.0000015E-3,
,,,1.5520000,112.0000035E-3,
,,,1.5560001,128.0000061E-3,
,,,1.5600001,140.0000006E-3,
,,,1.5640001,144.0000087E-3,
,,,1.5680001,180.00000715E-3,
,,,1.5720000,168.00001264E-3,
,,,1.5760001,196.00000978E-3,
,,,1.5800000,204.00001109E-3,
,,,1.5840001,220.00001371E-3,
,,,1.5880001,248.00001085E-3,
,,,1.5920001,244.00001764E-3,
,,,1.5960001,252.00000405E-3,
,,,1.6000000,263.99999857E-3,
,,,1.6040001,260.00002027E-3,
